ji,siann,un,tiau,pheng
"帕","頗","膠","上去","pha3"
"帊","頗","膠","上去","pha3"
"亞","英","膠","上去","a3"
"婭","英","膠","上去","a3"
"俹","英","膠","上去","a3"
"侘","出","膠","上去","tsha3"
"吒","出","膠","上去","tsha3"
"咤","出","膠","上去","tsha3"
"詫","出","膠","上去","tsha3"
"嚇","喜","膠","上去","ha3"
"罅","喜","膠","上去","ha3"
"嘑","喜","膠","上去","ha3"
"襾","喜","膠","上去","ha3"
"爬","邊","膠","下平","pa5"
"杷","邊","膠","下平","pa5"
"琶","邊","膠","下平","pa5"
"筢","邊","膠","下平","pa5"
"查","出","膠","下平","tsha5"
"𢜲","柳","膠","下去","la7"
"罷","邊","膠","下去","pa7"
"𩮅","語","膠","下去","ga7"
"悲","邊","居","上平","pi1"
"卑","邊","居","上平","pi1"
"𤰞","邊","居","上平","pi1"
"埤","邊","居","上平","pi1"
"碑","邊","居","上平","pi1"
"㽡","邊","居","上平","pi1"
"裨","邊","居","上平","pi1"
"陂","邊","居","上平","pi1"
"屄","邊","居","上平","pi1"
"居","求","居","上平","ki1"
"㞐","求","居","上平","ki1"
"琚","求","居","上平","ki1"
"椐","求","居","上平","ki1"
"涺","求","居","上平","ki1"
"裾","求","居","上平","ki1"
"䝻","求","居","上平","ki1"
"基","求","居","上平","ki1"
"朞","求","居","上平","ki1"
"期","求","居","上平","ki1"
"箕","求","居","上平","ki1"
"錤","求","居","上平","ki1"
"乩","求","居","上平","ki1"
"俱","求","居","上平","ki1"
"倚","求","居","上平","ki1"
"姬","求","居","上平","ki1"
"㪺","求","居","上平","ki1"
"車","求","居","上平","ki1"
"奇","求","居","上平","ki1"
"𦌭","求","居","上平","ki1"
"羈","求","居","上平","ki1"
"畿","求","居","上平","ki1"
"㙨","求","居","上平","ki1"
"饑","求","居","上平","ki1"
"飢","求","居","上平","ki1"
"磯","求","居","上平","ki1"
"譏","求","居","上平","ki1"
"僟","求","居","上平","ki1"
"機","求","居","上平","ki1"
"幾","求","居","上平","ki1"
"璣","求","居","上平","ki1"
"欺","氣","居","上平","khi1"
"倛","氣","居","上平","khi1"
"僛","氣","居","上平","khi1"
"駒","氣","居","上平","khi1"
"祛","氣","居","上平","khi1"
"佉","氣","居","上平","khi1"
"袪","氣","居","上平","khi1"
"拘","氣","居","上平","khi1"
"痀","氣","居","上平","khi1"
"劬","氣","居","上平","khi1"
"犄","氣","居","上平","khi1"
"敧","氣","居","上平","khi1"
"區","氣","居","上平","khi1"
"軀","氣","居","上平","khi1"
"摳","氣","居","上平","khi1"
"𨄅","氣","居","上平","khi1"
"敺","氣","居","上平","khi1"
"驅","氣","居","上平","khi1"
"𩪍","氣","居","上平","khi1"
"嶇","氣","居","上平","khi1"
"邾","地","居","上平","ti1"
"姝","地","居","上平","ti1"
"株","地","居","上平","ti1"
"誅","地","居","上平","ti1"
"知","地","居","上平","ti1"
"蜘","地","居","上平","ti1"
"豬","地","居","上平","ti1"
"猪","地","居","上平","ti1"
"丕","頗","居","上平","phi1"
"坏","頗","居","上平","phi1"
"坯","頗","居","上平","phi1"
"伾","頗","居","上平","phi1"
"秠","頗","居","上平","phi1"
"呸","頗","居","上平","phi1"
"邳","頗","居","上平","phi1"
"蚽","頗","居","上平","phi1"
"豾","頗","居","上平","phi1"
"駓","頗","居","上平","phi1"
"披","頗","居","上平","phi1"
"帔","頗","居","上平","phi1"
"𣬼","頗","居","上平","phi1"
"砒","頗","居","上平","phi1"
"批","頗","居","上平","phi1"
"絺","他","居","上平","thi1"
"笞","他","居","上平","thi1"
"樞","他","居","上平","thi1"
"樗","他","居","上平","thi1"
"攄","他","居","上平","thi1"
"粚","他","居","上平","thi1"
"之","曾","居","上平","tsi1"
"諸","曾","居","上平","tsi1"
"芝","曾","居","上平","tsi1"
"巵","曾","居","上平","tsi1"
"卮","曾","居","上平","tsi1"
"枝","曾","居","上平","tsi1"
"肢","曾","居","上平","tsi1"
"支","曾","居","上平","tsi1"
"脂","曾","居","上平","tsi1"
"鳷","曾","居","上平","tsi1"
"瀦","曾","居","上平","tsi1"
"𡲰","曾","居","上平","tsi1"
"𤰭","曾","居","上平","tsi1"
"施","時","居","上平","si1"
"胥","時","居","上平","si1"
"𠆹","時","居","上平","si1"
"偦","時","居","上平","si1"
"屍","時","居","上平","si1"
"鳲","時","居","上平","si1"
"尸","時","居","上平","si1"
"蓍","時","居","上平","si1"
"湑","時","居","上平","si1"
"糈","時","居","上平","si1"
"需","時","居","上平","si1"
"鬚","時","居","上平","si1"
"䰅","時","居","上平","si1"
"須","時","居","上平","si1"
"湏","時","居","上平","si1"
"鷥","時","居","上平","si1"
"絲","時","居","上平","si1"
"茲","時","居","上平","si1"
"諝","時","居","上平","si1"
"詩","時","居","上平","si1"
"紓","時","居","上平","si1"
"輸","時","居","上平","si1"
"𢪵","時","居","上平","si1"
"揟","時","居","上平","si1"
"渝","時","居","上平","si1"
"舒","時","居","上平","si1"
"書","時","居","上平","si1"
"濡","時","居","上平","si1"
"楈","時","居","上平","si1"
"伊","英","居","上平","i1"
"𠁼","英","居","上平","i1"
"㐆","英","居","上平","i1"
"依","英","居","上平","i1"
"㥋","英","居","上平","i1"
"衣","英","居","上平","i1"
"於","英","居","上平","i1"
"扵","英","居","上平","i1"
"淤","英","居","上平","i1"
"洢","英","居","上平","i1"
"椅","英","居","上平","i1"
"吚","英","居","上平","i1"
"咿","英","居","上平","i1"
"漪","英","居","上平","i1"
"旑","英","居","上平","i1"
"旖","英","居","上平","i1"
"醫","英","居","上平","i1"
"毉","英","居","上平","i1"
"譩","英","居","上平","i1"
"猗","英","居","上平","i1"
"鷖","英","居","上平","i1"
"于","英","居","上平","i1"
"繄","英","居","上平","i1"
"欹","英","居","上平","i1"
"𣣱","英","居","上平","i1"
"睢","出","居","上平","tshi1"
"且","出","居","上平","tshi1"
"癡","出","居","上平","tshi1"
"𠈴","出","居","上平","tshi1"
"痴","出","居","上平","tshi1"
"疽","出","居","上平","tshi1"
"狙","出","居","上平","tshi1"
"沮","出","居","上平","tshi1"
"蛆","出","居","上平","tshi1"
"苴","出","居","上平","tshi1"
"砠","出","居","上平","tshi1"
"䪶","出","居","上平","tshi1"
"菹","出","居","上平","tshi1"
"趄","出","居","上平","tshi1"
"䏣","出","居","上平","tshi1"
"雎","出","居","上平","tshi1"
"雌","出","居","上平","tshi1"
"雛","出","居","上平","tshi1"
"鴟","出","居","上平","tshi1"
"趨","出","居","上平","tshi1"
"嗤","出","居","上平","tshi1"
"媸","出","居","上平","tshi1"
"蚩","出","居","上平","tshi1"
"差","出","居","上平","tshi1"
"嵯","出","居","上平","tshi1"
"瓻","出","居","上平","tshi1"
"㧘","出","居","上平","tshi1"
"禧","喜","居","上平","hi1"
"俙","喜","居","上平","hi1"
"僖","喜","居","上平","hi1"
"嘻","喜","居","上平","hi1"
"嬉","喜","居","上平","hi1"
"熹","喜","居","上平","hi1"
"熺","喜","居","上平","hi1"
"譆","喜","居","上平","hi1"
"希","喜","居","上平","hi1"
"稀","喜","居","上平","hi1"
"欷","喜","居","上平","hi1"
"歔","喜","居","上平","hi1"
"晞","喜","居","上平","hi1"
"郗","喜","居","上平","hi1"
"噓","喜","居","上平","hi1"
"巇","喜","居","上平","hi1"
"㠊","喜","居","上平","hi1"
"吁","喜","居","上平","hi1"
"于","喜","居","上平","hi1"
"𢖳","喜","居","上平","hi1"
"旴","喜","居","上平","hi1"
"盱","喜","居","上平","hi1"
"訏","喜","居","上平","hi1"
"虛","喜","居","上平","hi1"
"墟","喜","居","上平","hi1"
"㱆","喜","居","上平","hi1"
"羲","喜","居","上平","hi1"
"犧","喜","居","上平","hi1"
"曦","喜","居","上平","hi1"
"昫","喜","居","上平","hi1"
"熙","喜","居","上平","hi1"
"焁","喜","居","上平","hi1"
"屎","喜","居","上平","hi1"
"噫","喜","居","上平","hi1"
"里","柳","居","上上","li2"
"俚","柳","居","上上","li2"
"裏","柳","居","上上","li2"
"裡","柳","居","上上","li2"
"鯉","柳","居","上上","li2"
"娌","柳","居","上上","li2"
"理","柳","居","上上","li2"
"旅","柳","居","上上","li2"
"祣","柳","居","上上","li2"
"膂","柳","居","上上","li2"
"屢","柳","居","上上","li2"
"褸","柳","居","上上","li2"
"縷","柳","居","上上","li2"
"李","柳","居","上上","li2"
"女","柳","居","上上","li2"
"履","柳","居","上上","li2"
"邐","柳","居","上上","li2"
"汝","柳","居","上上","li2"
"彼","邊","居","上上","pi2"
"佊","邊","居","上上","pi2"
"仳","邊","居","上上","pi2"
"比","邊","居","上上","pi2"
"秕","邊","居","上上","pi2"
"粃","邊","居","上上","pi2"
"狴","邊","居","上上","pi2"
"妣","邊","居","上上","pi2"
"匕","邊","居","上上","pi2"
"己","求","居","上上","ki2"
"圮","求","居","上上","ki2"
"杞","求","居","上上","ki2"
"机","求","居","上上","ki2"
"莒","求","居","上上","ki2"
"紀","求","居","上上","ki2"
"几","求","居","上上","ki2"
"筥","求","居","上上","ki2"
"蟣","求","居","上上","ki2"
"麂","求","居","上上","ki2"
"舉","求","居","上上","ki2"
"矩","求","居","上上","ki2"
"幾","求","居","上上","ki2"
"起","氣","居","上上","khi2"
"豈","氣","居","上上","khi2"
"企","氣","居","上上","khi2"
"䔇","氣","居","上上","khi2"
"芑","氣","居","上上","khi2"
"綺","氣","居","上上","khi2"
"氐","地","居","上上","ti2"
"傂","地","居","上上","ti2"
"抵","地","居","上上","ti2"
"掋","地","居","上上","ti2"
"底","地","居","上上","ti2"
"厎","地","居","上上","ti2"
"砥","地","居","上上","ti2"
"呧","地","居","上上","ti2"
"詆","地","居","上上","ti2"
"弤","地","居","上上","ti2"
"軧","地","居","上上","ti2"
"邸","地","居","上上","ti2"
"觝","地","居","上上","ti2"
"祗","地","居","上上","ti2"
"豸","地","居","上上","ti2"
"嚭","頗","居","上上","phi2"
"噽","頗","居","上上","phi2"
"否","頗","居","上上","phi2"
"痞","頗","居","上上","phi2"
"鄙","頗","居","上上","phi2"
"啚","頗","居","上上","phi2"
"庀","頗","居","上上","phi2"
"疕","頗","居","上上","phi2"
"㿫","頗","居","上上","phi2"
"佇","他","居","上上","thi2"
"㑏","他","居","上上","thi2"
"竚","他","居","上上","thi2"
"宁","他","居","上上","thi2"
"羜","他","居","上上","thi2"
"苧","他","居","上上","thi2"
"紵","他","居","上上","thi2"
"抒","他","居","上上","thi2"
"杼","他","居","上上","thi2"
"貯","他","居","上上","thi2"
"恥","他","居","上上","thi2"
"耻","他","居","上上","thi2"
"禠","他","居","上上","thi2"
"止","曾","居","上上","tsi2"
"址","曾","居","上上","tsi2"
"沚","曾","居","上上","tsi2"
"芷","曾","居","上上","tsi2"
"茝","曾","居","上上","tsi2"
"祉","曾","居","上上","tsi2"
"趾","曾","居","上上","tsi2"
"旨","曾","居","上上","tsi2"
"指","曾","居","上上","tsi2"
"枳","曾","居","上上","tsi2"
"禇","曾","居","上上","tsi2"
"柱","曾","居","上上","tsi2"
"只","曾","居","上上","tsi2"
"紫","曾","居","上上","tsi2"
"軹","曾","居","上上","tsi2"
"咫","曾","居","上上","tsi2"
"紙","曾","居","上上","tsi2"
"𥾬","曾","居","上上","tsi2"
"帋","曾","居","上上","tsi2"
"𠂔","曾","居","上上","tsi2"
"姊","曾","居","上上","tsi2"
"笫","曾","居","上上","tsi2"
"楮","曾","居","上上","tsi2"
"夊","曾","居","上上","tsi2"
"煮","曾","居","上上","tsi2"
"渚","曾","居","上上","tsi2"
"麈","曾","居","上上","tsi2"
"薾","曾","居","上上","tsi2"
"䛗","曾","居","上上","tsi2"
"乳","入","居","上上","ji2"
"汝","入","居","上上","ji2"
"女","入","居","上上","ji2"
"爾","入","居","上上","ji2"
"尔","入","居","上上","ji2"
"尒","入","居","上上","ji2"
"璽","入","居","上上","ji2"
"耳","入","居","上上","ji2"
"邇","入","居","上上","ji2"
"迩","入","居","上上","ji2"
"禰","入","居","上上","ji2"
"湑","入","居","上上","ji2"
"醑","入","居","上上","ji2"
"庾","入","居","上上","ji2"
"䋙","入","居","上上","ji2"
"駬","入","居","上上","ji2"
"茹","入","居","上上","ji2"
"瘉","入","居","上上","ji2"
"愈","入","居","上上","ji2"
"窳","入","居","上上","ji2"
"寙","入","居","上上","ji2"
"瘐","入","居","上上","ji2"
"始","時","居","上上","si2"
"乨","時","居","上上","si2"
"暑","時","居","上上","si2"
"諝","時","居","上上","si2"
"㑯","時","居","上上","si2"
"𠈈","時","居","上上","si2"
"𢇌","時","居","上上","si2"
"枲","時","居","上上","si2"
"徙","時","居","上上","si2"
"蹝","時","居","上上","si2"
"屣","時","居","上上","si2"
"𩌦","時","居","上上","si2"
"蓰","時","居","上上","si2"
"屎","時","居","上上","si2"
"葸","時","居","上上","si2"
"黍","時","居","上上","si2"
"豕","時","居","上上","si2"
"矢","時","居","上上","si2"
"弛","時","居","上上","si2"
"死","時","居","上上","si2"
"以","英","居","上上","i2"
"㠯","英","居","上上","i2"
"與","英","居","上上","i2"
"与","英","居","上上","i2"
"㒜","英","居","上上","i2"
"偊","英","居","上上","i2"
"倚","英","居","上上","i2"
"予","英","居","上上","i2"
"也","英","居","上上","i2"
"迆","英","居","上上","i2"
"苢","英","居","上上","i2"
"苡","英","居","上上","i2"
"雨","英","居","上上","i2"
"依","英","居","上上","i2"
"扆","英","居","上上","i2"
"偯","英","居","上上","i2"
"傴","英","居","上上","i2"
"禹","英","居","上上","i2"
"㝢","英","居","上上","i2"
"宇","英","居","上上","i2"
"已","英","居","上上","i2"
"瑀","英","居","上上","i2"
"楀","英","居","上上","i2"
"鄅","英","居","上上","i2"
"椅","英","居","上上","i2"
"掎","英","居","上上","i2"
"羽","英","居","上上","i2"
"庡","英","居","上上","i2"
"噢","英","居","上上","i2"
"米","文","居","上上","bi2"
"敉","文","居","上上","bi2"
"侎","文","居","上上","bi2"
"眯","文","居","上上","bi2"
"弭","文","居","上上","bi2"
"彌","文","居","上上","bi2"
"亹","文","居","上上","bi2"
"尾","文","居","上上","bi2"
"哶","文","居","上上","bi2"
"芈","文","居","上上","bi2"
"美","文","居","上上","bi2"
"媺","文","居","上上","bi2"
"靡","文","居","上上","bi2"
"圉","語","居","上上","gi2"
"俁","語","居","上上","gi2"
"㒁","語","居","上上","gi2"
"語","語","居","上上","gi2"
"麌","語","居","上上","gi2"
"擬","語","居","上上","gi2"
"儗","語","居","上上","gi2"
"薿","語","居","上上","gi2"
"圄","語","居","上上","gi2"
"敔","語","居","上上","gi2"
"檥","語","居","上上","gi2"
"艤","語","居","上上","gi2"
"蟻","語","居","上上","gi2"
"禦","語","居","上上","gi2"
"御","語","居","上上","gi2"
"籞","語","居","上上","gi2"
"取","出","居","上上","tshi2"
"侈","出","居","上上","tshi2"
"偨","出","居","上上","tshi2"
"杵","出","居","上上","tshi2"
"處","出","居","上上","tshi2"
"䖏","出","居","上上","tshi2"
"処","出","居","上上","tshi2"
"齒","出","居","上上","tshi2"
"鼠","出","居","上上","tshi2"
"癙","出","居","上上","tshi2"
"喜","喜","居","上上","hi2"
"蟢","喜","居","上上","hi2"
"許","喜","居","上上","hi2"
"訏","喜","居","上上","hi2"
"栩","喜","居","上上","hi2"
"詡","喜","居","上上","hi2"
"煦","喜","居","上上","hi2"
"踽","喜","居","上上","hi2"
"剓","柳","居","上去","li3"
"庇","邊","居","上去","pi3"
"泌","邊","居","上去","pi3"
"秘","邊","居","上去","pi3"
"祕","邊","居","上去","pi3"
"苾","邊","居","上去","pi3"
"毖","邊","居","上去","pi3"
"閟","邊","居","上去","pi3"
"飶","邊","居","上去","pi3"
"駜","邊","居","上去","pi3"
"閉","邊","居","上去","pi3"
"臂","邊","居","上去","pi3"
"費","邊","居","上去","pi3"
"貱","邊","居","上去","pi3"
"賁","邊","居","上去","pi3"
"𧷍","邊","居","上去","pi3"
"嬖","邊","居","上去","pi3"
"轡","邊","居","上去","pi3"
"畀","邊","居","上去","pi3"
"畁","邊","居","上去","pi3"
"淠","邊","居","上去","pi3"
"𣴪","邊","居","上去","pi3"
"痹","邊","居","上去","pi3"
"芘","邊","居","上去","pi3"
"怭","邊","居","上去","pi3"
"㿫","邊","居","上去","pi3"
"記","求","居","上去","ki3"
"倨","求","居","上去","ki3"
"据","求","居","上去","ki3"
"鋸","求","居","上去","ki3"
"踞","求","居","上去","ki3"
"瞿","求","居","上去","ki3"
"懼","求","居","上去","ki3"
"𧸧","求","居","上去","ki3"
"遽","求","居","上去","ki3"
"蘧","求","居","上去","ki3"
"籧","求","居","上去","ki3"
"據","求","居","上去","ki3"
"冀","求","居","上去","ki3"
"驥","求","居","上去","ki3"
"寄","求","居","上去","ki3"
"穊","求","居","上去","ki3"
"羇","求","居","上去","ki3"
"羈","求","居","上去","ki3"
"既","求","居","上去","ki3"
"薊","求","居","上去","ki3"
"句","求","居","上去","ki3"
"去","氣","居","上去","khi3"
"厺","氣","居","上去","khi3"
"亟","氣","居","上去","khi3"
"企","氣","居","上去","khi3"
"𠈮","氣","居","上去","khi3"
"跂","氣","居","上去","khi3"
"契","氣","居","上去","khi3"
"氣","氣","居","上去","khi3"
"炁","氣","居","上去","khi3"
"气","氣","居","上去","khi3"
"棄","氣","居","上去","khi3"
"弃","氣","居","上去","khi3"
"揭","氣","居","上去","khi3"
"憩","氣","居","上去","khi3"
"憇","氣","居","上去","khi3"
"愒","氣","居","上去","khi3"
"器","氣","居","上去","khi3"
"噐","氣","居","上去","khi3"
"致","地","居","上去","ti3"
"緻","地","居","上去","ti3"
"智","地","居","上去","ti3"
"知","地","居","上去","ti3"
"置","地","居","上去","ti3"
"觶","地","居","上去","ti3"
"䝷","地","居","上去","ti3"
"寘","地","居","上去","ti3"
"著","地","居","上去","ti3"
"俾","頗","居","上去","phi3"
"睥","頗","居","上去","phi3"
"譬","頗","居","上去","phi3"
"辟","頗","居","上去","phi3"
"屁","頗","居","上去","phi3"
"𥧔","頗","居","上去","phi3"
"翅","他","居","上去","thi3"
"懥","他","居","上去","thi3"
"疐","他","居","上去","thi3"
"䶑","他","居","上去","thi3"
"嚏","他","居","上去","thi3"
"懘","他","居","上去","thi3"
"剃","他","居","上去","thi3"
"志","曾","居","上去","tsi3"
"忮","曾","居","上去","tsi3"
"伎","曾","居","上去","tsi3"
"𢗍","曾","居","上去","tsi3"
"誌","曾","居","上去","tsi3"
"輊","曾","居","上去","tsi3"
"痣","曾","居","上去","tsi3"
"至","曾","居","上去","tsi3"
"抧","曾","居","上去","tsi3"
"質","曾","居","上去","tsi3"
"躓","曾","居","上去","tsi3"
"製","曾","居","上去","tsi3"
"制","曾","居","上去","tsi3"
"幟","曾","居","上去","tsi3"
"摯","曾","居","上去","tsi3"
"贄","曾","居","上去","tsi3"
"鷙","曾","居","上去","tsi3"
"沮","曾","居","上去","tsi3"
"世","時","居","上去","si3"
"丗","時","居","上去","si3"
"貰","時","居","上去","si3"
"勢","時","居","上去","si3"
"揓","時","居","上去","si3"
"弒","時","居","上去","si3"
"恕","時","居","上去","si3"
"絮","時","居","上去","si3"
"庶","時","居","上去","si3"
"試","時","居","上去","si3"
"施","時","居","上去","si3"
"意","英","居","上去","i3"
"鷾","英","居","上去","i3"
"噫","英","居","上去","i3"
"亄","英","居","上去","i3"
"伿","英","居","上去","i3"
"瘀","英","居","上去","i3"
"瘞","英","居","上去","i3"
"医","英","居","上去","i3"
"矣","英","居","上去","i3"
"飫","英","居","上去","i3"
"𩜈","英","居","上去","i3"
"曀","英","居","上去","i3"
"殪","英","居","上去","i3"
"饐","英","居","上去","i3"
"懿","英","居","上去","i3"
"豷","英","居","上去","i3"
"薏","英","居","上去","i3"
"瞖","英","居","上去","i3"
"翳","英","居","上去","i3"
"贀","英","居","上去","i3"
"衣","英","居","上去","i3"
"雨","英","居","上去","i3"
"娶","出","居","上去","tshi3"
"取","出","居","上去","tshi3"
"佁","出","居","上去","tshi3"
"傺","出","居","上去","tshi3"
"切","出","居","上去","tshi3"
"砌","出","居","上去","tshi3"
"磜","出","居","上去","tshi3"
"朿","出","居","上去","tshi3"
"刺","出","居","上去","tshi3"
"莿","出","居","上去","tshi3"
"䱨","出","居","上去","tshi3"
"趣","出","居","上去","tshi3"
"熾","出","居","上去","tshi3"
"饎","出","居","上去","tshi3"
"糦","出","居","上去","tshi3"
"處","出","居","上去","tshi3"
"翅","出","居","上去","tshi3"
"試","出","居","上去","tshi3"
"肺","喜","居","上去","hi3"
"侐","喜","居","上去","hi3"
"愾","喜","居","上去","hi3"
"咥","喜","居","上去","hi3"
"忥","喜","居","上去","hi3"
"戲","喜","居","上去","hi3"
"戯","喜","居","上去","hi3"
"覷","喜","居","上去","hi3"
"酗","喜","居","上去","hi3"
"䣱","喜","居","上去","hi3"
"䣴","喜","居","上去","hi3"
"餼","喜","居","上去","hi3"
"屭","喜","居","上去","hi3"
"呴","喜","居","上去","hi3"
"离","柳","居","下平","li5"
"離","柳","居","下平","li5"
"漓","柳","居","下平","li5"
"䄜","柳","居","下平","li5"
"褵","柳","居","下平","li5"
"縭","柳","居","下平","li5"
"蘺","柳","居","下平","li5"
"籬","柳","居","下平","li5"
"篱","柳","居","下平","li5"
"㒿","柳","居","下平","li5"
"璃","柳","居","下平","li5"
"螭","柳","居","下平","li5"
"𢟢","柳","居","下平","li5"
"醨","柳","居","下平","li5"
"魑","柳","居","下平","li5"
"釐","柳","居","下平","li5"
"莉","柳","居","下平","li5"
"蜊","柳","居","下平","li5"
"麗","柳","居","下平","li5"
"鸝","柳","居","下平","li5"
"驪","柳","居","下平","li5"
"驢","柳","居","下平","li5"
"馿","柳","居","下平","li5"
"廬","柳","居","下平","li5"
"瘻","柳","居","下平","li5"
"蔞","柳","居","下平","li5"
"漦","柳","居","下平","li5"
"厘","柳","居","下平","li5"
"梩","柳","居","下平","li5"
"貍","柳","居","下平","li5"
"狸","柳","居","下平","li5"
"閭","柳","居","下平","li5"
"罹","柳","居","下平","li5"
"黎","柳","居","下平","li5"
"藘","柳","居","下平","li5"
"俚","柳","居","下平","li5"
"嫠","柳","居","下平","li5"
"枇","邊","居","下平","pi5"
"琵","邊","居","下平","pi5"
"毗","邊","居","下平","pi5"
"貔","邊","居","下平","pi5"
"埤","邊","居","下平","pi5"
"裨","邊","居","下平","pi5"
"鼙","邊","居","下平","pi5"
"脾","邊","居","下平","pi5"
"陴","邊","居","下平","pi5"
"其","求","居","下平","ki5"
"亓","求","居","下平","ki5"
"𠁭","求","居","下平","ki5"
"俟","求","居","下平","ki5"
"枝","求","居","下平","ki5"
"跂","求","居","下平","ki5"
"丌","求","居","下平","ki5"
"𠍲","求","居","下平","ki5"
"渠","求","居","下平","ki5"
"蕖","求","居","下平","ki5"
"磲","求","居","下平","ki5"
"期","求","居","下平","ki5"
"萁","求","居","下平","ki5"
"祺","求","居","下平","ki5"
"淇","求","居","下平","ki5"
"蜞","求","居","下平","ki5"
"琪","求","居","下平","ki5"
"騏","求","居","下平","ki5"
"麒","求","居","下平","ki5"
"䳢","求","居","下平","ki5"
"綦","求","居","下平","ki5"
"綨","求","居","下平","ki5"
"畸","求","居","下平","ki5"
"碕","求","居","下平","ki5"
"崎","求","居","下平","ki5"
"剞","求","居","下平","ki5"
"奇","求","居","下平","ki5"
"竒","求","居","下平","ki5"
"琦","求","居","下平","ki5"
"踦","求","居","下平","ki5"
"錡","求","居","下平","ki5"
"岐","求","居","下平","ki5"
"歧","求","居","下平","ki5"
"技","求","居","下平","ki5"
"妓","求","居","下平","ki5"
"蚑","求","居","下平","ki5"
"圻","求","居","下平","ki5"
"沂","求","居","下平","ki5"
"蔪","求","居","下平","ki5"
"頎","求","居","下平","ki5"
"祈","求","居","下平","ki5"
"祇","求","居","下平","ki5"
"祁","求","居","下平","ki5"
"祗","求","居","下平","ki5"
"疧","求","居","下平","ki5"
"芪","求","居","下平","ki5"
"蘧","求","居","下平","ki5"
"劬","求","居","下平","ki5"
"衢","求","居","下平","ki5"
"旂","求","居","下平","ki5"
"旗","求","居","下平","ki5"
"耆","求","居","下平","ki5"
"鰭","求","居","下平","ki5"
"瞿","求","居","下平","ki5"
"鸜","求","居","下平","ki5"
"鴝","求","居","下平","ki5"
"氍","求","居","下平","ki5"
"癯","求","居","下平","ki5"
"臞","求","居","下平","ki5"
"璩","求","居","下平","ki5"
"棋","求","居","下平","ki5"
"棊","求","居","下平","ki5"
"碁","求","居","下平","ki5"
"騎","氣","居","下平","khi5"
"池","地","居","下平","ti5"
"馳","地","居","下平","ti5"
"訑","地","居","下平","ti5"
"俿","地","居","下平","ti5"
"𠌬","地","居","下平","ti5"
"儲","地","居","下平","ti5"
"倁","地","居","下平","ti5"
"乿","地","居","下平","ti5"
"除","地","居","下平","ti5"
"篨","地","居","下平","ti5"
"滁","地","居","下平","ti5"
"汦","地","居","下平","ti5"
"胝","地","居","下平","ti5"
"蚳","地","居","下平","ti5"
"坻","地","居","下平","ti5"
"墀","地","居","下平","ti5"
"㓾","地","居","下平","ti5"
"遲","地","居","下平","ti5"
"持","地","居","下平","ti5"
"躇","地","居","下平","ti5"
"踟","地","居","下平","ti5"
"箎","地","居","下平","ti5"
"篪","地","居","下平","ti5"
"虒","地","居","下平","ti5"
"皮","頗","居","下平","phi5"
"疲","頗","居","下平","phi5"
"詖","頗","居","下平","phi5"
"罷","頗","居","下平","phi5"
"羆","頗","居","下平","phi5"
"㮰","頗","居","下平","phi5"
"鋤","他","居","下平","thi5"
"薯","曾","居","下平","tsi5"
"如","入","居","下平","ji5"
"侕","入","居","下平","ji5"
"侞","入","居","下平","ji5"
"𠍶","入","居","下平","ji5"
"𡦗","入","居","下平","ji5"
"兪","入","居","下平","ji5"
"俞","入","居","下平","ji5"
"嚅","入","居","下平","ji5"
"儒","入","居","下平","ji5"
"孺","入","居","下平","ji5"
"濡","入","居","下平","ji5"
"襦","入","居","下平","ji5"
"醹","入","居","下平","ji5"
"而","入","居","下平","ji5"
"洏","入","居","下平","ji5"
"袻","入","居","下平","ji5"
"胹","入","居","下平","ji5"
"臾","入","居","下平","ji5"
"萸","入","居","下平","ji5"
"腴","入","居","下平","ji5"
"諛","入","居","下平","ji5"
"楰","入","居","下平","ji5"
"兒","入","居","下平","ji5"
"児","入","居","下平","ji5"
"洳","入","居","下平","ji5"
"袽","入","居","下平","ji5"
"茹","入","居","下平","ji5"
"瑜","入","居","下平","ji5"
"瘉","入","居","下平","ji5"
"榆","入","居","下平","ji5"
"逾","入","居","下平","ji5"
"踰","入","居","下平","ji5"
"渝","入","居","下平","ji5"
"𦩞","入","居","下平","ji5"
"褕","入","居","下平","ji5"
"揄","入","居","下平","ji5"
"覦","入","居","下平","ji5"
"歈","入","居","下平","ji5"
"窬","入","居","下平","ji5"
"毹","入","居","下平","ji5"
"時","時","居","下平","si5"
"旹","時","居","下平","si5"
"蒔","時","居","下平","si5"
"鰣","時","居","下平","si5"
"塒","時","居","下平","si5"
"匙","時","居","下平","si5"
"提","時","居","下平","si5"
"蜍","時","居","下平","si5"
"蠩","時","居","下平","si5"
"于","英","居","下平","i5"
"亐","英","居","下平","i5"
"予","英","居","下平","i5"
"玗","英","居","下平","i5"
"妤","英","居","下平","i5"
"伃","英","居","下平","i5"
"侇","英","居","下平","i5"
"𢓡","英","居","下平","i5"
"蛦","英","居","下平","i5"
"余","英","居","下平","i5"
"輿","英","居","下平","i5"
"竽","英","居","下平","i5"
"芋","英","居","下平","i5"
"杅","英","居","下平","i5"
"譽","英","居","下平","i5"
"旟","英","居","下平","i5"
"畬","英","居","下平","i5"
"畭","英","居","下平","i5"
"餘","英","居","下平","i5"
"詒","英","居","下平","i5"
"貽","英","居","下平","i5"
"姨","英","居","下平","i5"
"璵","英","居","下平","i5"
"轝","英","居","下平","i5"
"台","英","居","下平","i5"
"怡","英","居","下平","i5"
